Smartphone,RAM,Storage,Free,Final Price,PriceCategory
698,8.0,128.0,1,599.0,متوسط
659,8.0,256.0,1,528.0,متوسط
671,4.0,128.0,1,149.0,رخيص
755,8.0,256.0,1,450.87,رخيص
834,8.0,32.0,1,142.59,رخيص
1405,4.0,64.0,1,193.2,رخيص
1772,8.0,64.0,1,109.0,رخيص
960,8.0,32.0,1,144.99,رخيص
457,8.0,128.0,1,631.1,متوسط
483,8.0,128.0,1,849.88,متوسط
593,4.0,64.0,1,189.0,رخيص
1152,8.0,128.0,1,640.72,متوسط
1339,8.0,256.0,1,1128.0,غالي
1570,4.0,64.0,1,221.89,رخيص
225,8.0,128.0,1,135.0,رخيص
28,8.0,256.0,1,519.01,متوسط
689,8.0,512.0,1,327.99,رخيص
1157,8.0,128.0,1,649.0,متوسط
1177,8.0,128.0,1,749.0,متوسط
1302,8.0,128.0,1,579.7,متوسط
1308,8.0,128.0,0,1087.57,غالي
1364,4.0,64.0,1,209.99,رخيص
1419,8.0,128.0,1,311.03,رخيص
1512,8.0,256.0,1,599.0,متوسط
1541,8.0,128.0,1,219.0,رخيص
70,8.0,128.0,1,739.0,متوسط
357,4.0,64.0,1,200.99,رخيص
617,8.0,128.0,1,240.0,رخيص
686,8.0,256.0,1,189.0,رخيص
912,8.0,64.0,1,150.0,رخيص
1702,8.0,128.0,1,349.99,رخيص
143,8.0,256.0,1,1279.0,غالي
1618,2.0,32.0,1,111.8,رخيص
16,8.0,256.0,1,550.01,متوسط
41,8.0,512.0,1,608.0,متوسط
42,8.0,512.0,1,645.99,متوسط
45,8.0,64.0,1,529.0,متوسط
72,8.0,256.0,1,859.0,متوسط
80,8.0,64.0,1,689.0,متوسط
148,8.0,512.0,1,1509.0,غالي
227,8.0,128.0,1,135.0,رخيص
230,8.0,32.0,1,168.0,رخيص
234,8.0,32.0,1,155.0,رخيص
249,8.0,128.0,1,311.38,رخيص
264,8.0,128.0,1,339.01,رخيص
267,8.0,256.0,1,428.0,رخيص
279,8.0,64.0,1,279.0,رخيص
282,8.0,256.0,1,367.01,رخيص
293,8.0,512.0,1,488.01,رخيص
298,8.0,256.0,1,444.72,رخيص
462,8.0,128.0,1,109.0,رخيص
649,8.0,128.0,1,244.43,رخيص
657,8.0,128.0,1,819.0,متوسط
908,8.0,64.0,1,1399.0,غالي
911,8.0,64.0,1,150.0,رخيص
959,8.0,32.0,1,253.0,رخيص
1006,4.0,64.0,1,120.0,رخيص
1034,8.0,128.0,1,339.0,رخيص
1074,8.0,128.0,1,107.9,رخيص
1111,8.0,64.0,1,550.01,متوسط
1155,8.0,128.0,1,649.0,متوسط
1330,8.0,256.0,0,1162.93,غالي
1497,8.0,128.0,1,289.0,رخيص
1500,8.0,128.0,1,349.0,رخيص
1501,8.0,128.0,1,349.0,رخيص
1502,8.0,128.0,1,349.0,رخيص
1533,8.0,64.0,1,428.0,رخيص
1677,8.0,128.0,1,349.0,رخيص
1776,8.0,128.0,1,213.0,رخيص
147,8.0,512.0,1,1509.0,غالي
153,8.0,128.0,1,1839.0,غالي
231,8.0,32.0,1,110.0,رخيص
235,8.0,32.0,1,155.0,رخيص
236,8.0,32.0,1,150.0,رخيص
503,8.0,64.0,1,214.0,رخيص
568,4.0,64.0,1,1499.0,غالي
645,8.0,256.0,1,529.98,متوسط
653,8.0,128.0,1,655.0,متوسط
654,8.0,128.0,1,534.0,متوسط
684,8.0,128.0,1,212.0,رخيص
907,8.0,64.0,1,1399.0,غالي
958,8.0,32.0,1,144.99,رخيص
1133,8.0,128.0,1,199.0,رخيص
1160,8.0,128.0,1,319.0,رخيص
1350,8.0,256.0,1,1802.94,غالي
1659,4.0,128.0,1,159.88,رخيص
571,2.0,32.0,1,111.89,رخيص
0,8.0,128.0,1,1021.0,غالي
3,2.0,32.0,1,85.99,رخيص
299,8.0,128.0,1,140.76,رخيص
302,8.0,128.0,1,400.18,رخيص
307,8.0,128.0,1,549.0,متوسط
311,8.0,128.0,1,224.18,رخيص
312,8.0,128.0,1,169.99,رخيص
313,8.0,128.0,1,224.12,رخيص
314,8.0,128.0,1,169.99,رخيص
315,8.0,16.0,1,130.72,رخيص
316,8.0,16.0,1,129.62,رخيص
317,8.0,16.0,1,130.72,رخيص
318,4.0,64.0,1,157.54,رخيص
320,8.0,32.0,1,146.54,رخيص
321,2.0,16.0,1,133.35,رخيص
322,2.0,16.0,1,131.74,رخيص
323,4.0,64.0,1,223.78,رخيص
324,4.0,64.0,1,177.86,رخيص
325,4.0,64.0,1,177.86,رخيص
326,4.0,64.0,1,177.86,رخيص
327,4.0,64.0,1,149.99,رخيص
328,8.0,128.0,1,319.98,رخيص
330,8.0,32.0,1,203.0,رخيص
331,8.0,128.0,1,224.0,رخيص
332,4.0,64.0,1,252.29,رخيص
333,4.0,64.0,1,220.95,رخيص
334,4.0,64.0,1,389.08,رخيص
335,4.0,64.0,1,382.57,رخيص
336,8.0,128.0,1,490.24,رخيص
337,8.0,128.0,0,190.58,رخيص
338,8.0,32.0,1,309.06,رخيص
344,4.0,64.0,1,633.0,متوسط
345,8.0,32.0,1,410.0,رخيص
346,4.0,64.0,1,607.19,متوسط
349,8.0,32.0,1,487.09,رخيص
352,2.0,16.0,1,84.95,رخيص
353,4.0,32.0,1,185.72,رخيص
358,4.0,64.0,1,170.13,رخيص
363,4.0,64.0,1,202.26,رخيص
364,4.0,64.0,1,180.82,رخيص
365,4.0,64.0,1,149.96,رخيص
366,4.0,64.0,1,159.95,رخيص
367,2.0,16.0,1,109.95,رخيص
369,8.0,32.0,1,155.55,رخيص
370,8.0,32.0,1,154.11,رخيص
371,8.0,128.0,1,179.95,رخيص
372,8.0,128.0,1,179.95,رخيص
374,8.0,128.0,1,159.95,رخيص
378,4.0,64.0,1,175.43,رخيص
379,4.0,64.0,1,159.95,رخيص
382,4.0,64.0,1,149.94,رخيص
385,8.0,16.0,1,179.47,رخيص
386,2.0,32.0,1,291.88,رخيص
387,2.0,32.0,1,291.88,رخيص
388,8.0,128.0,1,634.19,متوسط
389,2.0,16.0,0,220.78,رخيص
390,2.0,32.0,1,186.65,رخيص
391,8.0,32.0,1,294.89,رخيص
392,4.0,64.0,1,275.5,رخيص
393,4.0,64.0,1,187.4,رخيص
402,4.0,64.0,1,235.22,رخيص
403,8.0,128.0,1,317.88,رخيص
404,8.0,32.0,1,272.98,رخيص
405,8.0,32.0,1,244.77,رخيص
406,8.0,32.0,1,160.51,رخيص
407,8.0,32.0,1,160.51,رخيص
408,8.0,32.0,1,528.46,متوسط
410,4.0,64.0,1,235.22,رخيص
412,8.0,32.0,1,179.42,رخيص
413,8.0,32.0,1,179.21,رخيص
414,8.0,32.0,1,169.9,رخيص
415,8.0,32.0,0,169.9,رخيص
416,8.0,32.0,1,188.6,رخيص
417,8.0,32.0,1,188.6,رخيص
418,4.0,32.0,1,197.91,رخيص
419,4.0,32.0,1,197.91,رخيص
420,4.0,32.0,1,216.53,رخيص
421,4.0,32.0,1,216.53,رخيص
422,8.0,128.0,1,539.68,متوسط
423,8.0,64.0,1,272.92,رخيص
424,4.0,128.0,1,297.7,رخيص
425,8.0,128.0,1,566.43,متوسط
426,8.0,128.0,1,399.0,رخيص
433,8.0,128.0,1,300.89,رخيص
436,8.0,128.0,1,303.53,رخيص
437,8.0,128.0,1,483.33,رخيص
440,4.0,128.0,1,252.22,رخيص
442,4.0,128.0,1,235.79,رخيص
443,4.0,128.0,1,216.77,رخيص
444,4.0,128.0,1,173.64,رخيص
446,8.0,128.0,1,299.33,رخيص
449,8.0,64.0,1,300.72,رخيص
450,8.0,128.0,1,312.2,رخيص
455,8.0,256.0,1,689.0,متوسط
458,8.0,128.0,1,523.59,متوسط
459,8.0,128.0,1,661.79,متوسط
463,8.0,128.0,1,266.68,رخيص
465,4.0,128.0,1,358.55,رخيص
466,4.0,128.0,1,316.81,رخيص
467,4.0,128.0,1,356.26,رخيص
468,8.0,64.0,1,187.4,رخيص
469,4.0,128.0,1,466.81,رخيص
470,4.0,64.0,0,431.49,رخيص
480,8.0,256.0,1,552.62,متوسط
481,8.0,128.0,1,299.0,رخيص
485,8.0,256.0,1,999.0,متوسط
486,8.0,128.0,1,652.29,متوسط
487,8.0,128.0,1,781.71,متوسط
488,8.0,128.0,1,634.19,متوسط
489,8.0,128.0,1,508.78,متوسط
490,8.0,128.0,1,425.07,رخيص
493,8.0,128.0,1,386.33,رخيص
494,4.0,64.0,1,314.64,رخيص
495,8.0,256.0,1,897.32,متوسط
499,8.0,128.0,1,198.23,رخيص
500,8.0,128.0,1,248.0,رخيص
501,2.0,32.0,1,158.99,رخيص
502,2.0,32.0,1,158.99,رخيص
505,8.0,64.0,1,273.67,رخيص
506,8.0,128.0,1,570.74,متوسط
508,8.0,32.0,1,123.88,رخيص
510,4.0,64.0,1,262.36,رخيص
511,8.0,128.0,1,479.0,رخيص
512,8.0,128.0,1,429.83,رخيص
513,8.0,128.0,1,339.01,رخيص
515,8.0,128.0,1,410.87,رخيص
528,2.0,32.0,1,144.01,رخيص
538,4.0,128.0,1,219.0,رخيص
541,4.0,128.0,1,206.99,رخيص
544,4.0,128.0,1,132.7,رخيص
545,8.0,128.0,1,312.77,رخيص
546,4.0,128.0,1,288.0,رخيص
548,4.0,128.0,1,271.11,رخيص
552,8.0,128.0,1,192.09,رخيص
553,8.0,128.0,1,391.13,رخيص
556,8.0,128.0,1,320.72,رخيص
559,8.0,128.0,1,338.93,رخيص
565,8.0,256.0,1,897.06,متوسط
567,8.0,64.0,1,285.12,رخيص
569,8.0,128.0,1,265.99,رخيص
572,2.0,32.0,1,135.52,رخيص
573,2.0,32.0,1,121.15,رخيص
574,4.0,64.0,1,150.55,رخيص
575,8.0,32.0,1,133.0,رخيص
578,4.0,128.0,1,468.72,رخيص
589,8.0,32.0,1,186.52,رخيص
591,4.0,64.0,1,207.22,رخيص
592,4.0,64.0,1,169.0,رخيص
607,4.0,64.0,1,158.01,رخيص
610,8.0,128.0,1,275.31,رخيص
612,8.0,128.0,1,279.95,رخيص
614,8.0,128.0,1,262.0,رخيص
615,8.0,128.0,1,262.0,رخيص
637,8.0,256.0,1,799.0,متوسط
644,8.0,256.0,1,753.02,متوسط
660,8.0,128.0,1,650.0,متوسط
661,8.0,256.0,1,910.53,متوسط
674,4.0,128.0,1,294.36,رخيص
681,8.0,128.0,1,379.0,رخيص
688,8.0,512.0,1,670.07,متوسط
697,8.0,128.0,1,599.0,متوسط
701,8.0,128.0,1,399.0,رخيص
702,8.0,128.0,1,353.01,رخيص
711,8.0,256.0,1,449.99,رخيص
735,4.0,64.0,1,189.99,رخيص
741,4.0,128.0,1,249.9,رخيص
743,4.0,64.0,1,229.9,رخيص
745,4.0,64.0,1,249.9,رخيص
747,4.0,64.0,1,210.0,رخيص
750,8.0,128.0,1,465.35,رخيص
751,8.0,256.0,1,429.99,رخيص
753,8.0,256.0,1,429.99,رخيص
754,8.0,256.0,1,369.0,رخيص
757,8.0,128.0,1,261.66,رخيص
774,8.0,256.0,1,376.77,رخيص
776,4.0,64.0,1,116.51,رخيص
777,2.0,32.0,1,94.04,رخيص
787,8.0,128.0,1,180.42,رخيص
788,8.0,128.0,1,209.0,رخيص
789,4.0,128.0,1,166.0,رخيص
792,8.0,128.0,1,295.41,رخيص
793,8.0,128.0,1,209.0,رخيص
797,4.0,64.0,1,254.79,رخيص
801,4.0,64.0,1,262.58,رخيص
803,8.0,128.0,1,285.0,رخيص
806,8.0,128.0,1,327.37,رخيص
807,8.0,128.0,1,301.6,رخيص
814,8.0,128.0,1,402.59,رخيص
821,2.0,32.0,1,115.0,رخيص
822,2.0,32.0,1,111.6,رخيص
823,2.0,32.0,1,135.05,رخيص
824,4.0,64.0,1,194.89,رخيص
825,4.0,64.0,1,168.44,رخيص
826,4.0,64.0,1,168.44,رخيص
836,8.0,32.0,1,152.59,رخيص
842,4.0,64.0,1,172.59,رخيص
846,4.0,64.0,1,182.59,رخيص
850,8.0,128.0,1,201.6,رخيص
854,8.0,128.0,1,441.92,رخيص
861,8.0,256.0,1,541.46,متوسط
862,8.0,256.0,1,549.78,متوسط
874,4.0,128.0,1,209.0,رخيص
887,8.0,256.0,1,772.13,متوسط
888,8.0,128.0,1,129.91,رخيص
891,8.0,16.0,1,89.75,رخيص
893,8.0,32.0,1,107.25,رخيص
895,8.0,16.0,1,108.11,رخيص
896,8.0,32.0,1,99.95,رخيص
899,4.0,64.0,1,174.0,رخيص
900,8.0,32.0,1,230.98,رخيص
903,8.0,32.0,1,130.0,رخيص
909,8.0,128.0,1,249.42,رخيص
913,8.0,64.0,1,215.0,رخيص
915,8.0,32.0,1,196.18,رخيص
918,8.0,32.0,1,187.88,رخيص
919,4.0,128.0,1,254.41,رخيص
921,4.0,128.0,1,209.25,رخيص
932,4.0,128.0,1,243.49,رخيص
934,4.0,64.0,1,190.35,رخيص
935,4.0,64.0,1,231.99,رخيص
936,4.0,64.0,1,232.05,رخيص
937,4.0,64.0,1,183.61,رخيص
938,4.0,64.0,1,230.3,رخيص
945,4.0,128.0,1,209.41,رخيص
965,4.0,128.0,1,252.3,رخيص
968,4.0,128.0,1,300.26,رخيص
970,4.0,64.0,1,259.9,رخيص
973,4.0,64.0,1,235.08,رخيص
974,4.0,128.0,1,389.0,رخيص
981,8.0,128.0,1,390.99,رخيص
984,8.0,128.0,1,359.0,رخيص
985,8.0,128.0,1,343.89,رخيص
987,8.0,128.0,1,356.45,رخيص
1010,4.0,64.0,1,384.47,رخيص
1011,4.0,64.0,1,370.53,رخيص
1013,4.0,64.0,1,439.51,رخيص
1014,4.0,128.0,1,425.9,رخيص
1024,4.0,128.0,1,515.48,متوسط
1025,8.0,128.0,1,453.5,رخيص
1030,8.0,128.0,1,439.9,رخيص
1031,8.0,128.0,1,454.57,رخيص
1035,8.0,128.0,1,443.34,رخيص
1037,8.0,128.0,1,431.47,رخيص
1039,8.0,128.0,1,421.26,رخيص
1041,8.0,128.0,1,417.55,رخيص
1043,8.0,128.0,1,405.52,رخيص
1046,8.0,256.0,1,572.55,متوسط
1047,8.0,256.0,1,559.36,متوسط
1066,8.0,128.0,1,425.9,رخيص
1072,8.0,128.0,1,482.74,رخيص
1073,8.0,128.0,1,640.59,متوسط
1080,4.0,64.0,1,166.91,رخيص
1088,8.0,128.0,1,461.05,رخيص
1092,8.0,128.0,1,369.95,رخيص
1096,8.0,256.0,1,700.97,متوسط
1098,8.0,256.0,1,700.97,متوسط
1104,8.0,256.0,1,887.46,متوسط
1112,8.0,128.0,1,522.28,متوسط
1127,8.0,128.0,1,563.69,متوسط
1129,8.0,512.0,1,674.77,متوسط
1136,8.0,128.0,1,719.12,متوسط
1139,8.0,128.0,1,517.37,متوسط
1143,8.0,128.0,1,594.23,متوسط
1144,8.0,128.0,1,649.0,متوسط
1147,8.0,128.0,1,649.0,متوسط
1154,8.0,128.0,1,552.38,متوسط
1162,8.0,128.0,1,961.03,متوسط
1165,8.0,128.0,1,773.44,متوسط
1176,8.0,128.0,1,734.39,متوسط
1180,8.0,128.0,1,759.0,متوسط
1185,8.0,128.0,1,472.15,رخيص
1188,8.0,256.0,1,769.51,متوسط
1193,8.0,128.0,1,759.0,متوسط
1200,8.0,128.0,1,889.65,متوسط
1210,8.0,256.0,1,681.0,متوسط
1213,8.0,256.0,1,681.0,متوسط
1217,8.0,256.0,1,815.94,متوسط
1219,8.0,128.0,1,619.96,متوسط
1220,8.0,256.0,1,815.94,متوسط
1223,8.0,128.0,1,866.0,متوسط
1224,8.0,128.0,1,866.0,متوسط
1226,8.0,128.0,1,866.0,متوسط
1232,8.0,512.0,1,1625.36,غالي
1233,8.0,512.0,1,1688.53,غالي
1240,8.0,128.0,1,889.99,متوسط
1253,8.0,256.0,1,1065.47,غالي
1255,8.0,256.0,1,818.0,متوسط
1257,8.0,128.0,1,857.62,متوسط
1258,8.0,256.0,1,930.28,متوسط
1294,8.0,64.0,1,365.53,رخيص
1295,8.0,64.0,1,368.57,رخيص
1297,8.0,64.0,1,398.16,رخيص
1303,8.0,256.0,1,769.0,متوسط
1307,8.0,128.0,0,589.0,متوسط
1309,8.0,128.0,1,703.0,متوسط
1311,8.0,256.0,0,735.99,متوسط
1312,8.0,256.0,0,1409.35,غالي
1317,8.0,128.0,0,1102.93,غالي
1318,8.0,128.0,1,735.92,متوسط
1319,8.0,128.0,1,1330.5,غالي
1320,8.0,128.0,1,965.2,متوسط
1322,8.0,128.0,1,965.2,متوسط
1326,8.0,256.0,1,1011.0,غالي
1328,8.0,256.0,1,1143.53,غالي
1331,8.0,256.0,1,888.2,متوسط
1332,8.0,512.0,1,1169.66,غالي
1334,8.0,512.0,1,1172.7,غالي
1338,8.0,256.0,1,1326.03,غالي
1341,8.0,512.0,1,1631.82,غالي
1347,8.0,256.0,1,1802.94,غالي
1356,8.0,16.0,1,124.0,رخيص
1358,2.0,16.0,1,179.99,رخيص
1359,8.0,128.0,1,346.19,رخيص
1360,8.0,128.0,1,490.11,رخيص
1361,8.0,128.0,1,568.91,متوسط
1362,8.0,256.0,1,549.99,متوسط
1365,4.0,64.0,1,209.99,رخيص
1366,2.0,32.0,1,109.99,رخيص
1367,2.0,32.0,1,134.92,رخيص
1368,4.0,128.0,1,305.59,رخيص
1379,8.0,64.0,1,149.99,رخيص
1389,2.0,32.0,1,113.04,رخيص
1391,2.0,32.0,1,112.06,رخيص
1395,8.0,256.0,1,593.7,متوسط
1396,8.0,256.0,1,350.23,رخيص
1397,8.0,256.0,1,450.87,رخيص
1398,4.0,64.0,1,198.27,رخيص
1399,4.0,64.0,1,233.22,رخيص
1402,4.0,64.0,1,253.43,رخيص
1404,8.0,32.0,1,172.01,رخيص
1406,4.0,64.0,1,193.2,رخيص
1407,4.0,64.0,1,193.2,رخيص
1410,4.0,32.0,1,129.99,رخيص
1411,8.0,32.0,1,203.22,رخيص
1412,4.0,64.0,1,159.99,رخيص
1415,8.0,16.0,1,93.81,رخيص
1416,2.0,16.0,1,158.4,رخيص
1417,8.0,256.0,1,507.45,متوسط
1418,4.0,64.0,1,252.12,رخيص
1420,4.0,64.0,1,260.38,رخيص
1427,8.0,256.0,1,523.2,متوسط
1428,8.0,256.0,1,1152.98,غالي
1432,8.0,32.0,1,120.93,رخيص
1435,4.0,64.0,1,157.0,رخيص
1436,4.0,64.0,1,157.0,رخيص
1437,4.0,128.0,1,196.69,رخيص
1442,8.0,128.0,1,226.8,رخيص
1445,4.0,128.0,1,284.05,رخيص
1458,8.0,128.0,1,499.98,رخيص
1461,8.0,256.0,1,558.63,متوسط
1462,8.0,256.0,1,557.89,متوسط
1464,8.0,128.0,1,614.95,متوسط
1465,8.0,128.0,1,1000.0,متوسط
1477,8.0,256.0,1,1139.35,غالي
1478,8.0,128.0,1,599.99,متوسط
1480,8.0,128.0,1,599.99,متوسط
1504,8.0,128.0,1,160.0,رخيص
1506,8.0,128.0,1,572.58,متوسط
1508,8.0,128.0,1,475.74,رخيص
1516,8.0,128.0,1,392.68,رخيص
1519,8.0,256.0,1,758.84,متوسط
1521,8.0,128.0,1,358.99,رخيص
1529,8.0,128.0,1,358.01,رخيص
1530,8.0,128.0,1,371.0,رخيص
1531,8.0,128.0,1,358.01,رخيص
1536,8.0,128.0,1,586.02,متوسط
1537,8.0,128.0,1,532.0,متوسط
1538,8.0,64.0,1,309.0,رخيص
1540,8.0,128.0,1,469.58,رخيص
1545,4.0,64.0,1,263.89,رخيص
1546,4.0,64.0,1,212.23,رخيص
1547,8.0,128.0,0,576.7,متوسط
1549,8.0,128.0,1,343.0,رخيص
1560,4.0,64.0,1,178.69,رخيص
1563,4.0,128.0,1,240.09,رخيص
1571,4.0,64.0,1,179.0,رخيص
1578,8.0,64.0,1,110.03,رخيص
1584,4.0,128.0,1,154.5,رخيص
1592,4.0,64.0,1,130.91,رخيص
1614,4.0,64.0,1,200.0,رخيص
1615,2.0,32.0,1,122.0,رخيص
1619,2.0,32.0,0,142.09,رخيص
1621,2.0,32.0,1,111.5,رخيص
1622,2.0,32.0,0,93.9,رخيص
1629,2.0,32.0,1,139.0,رخيص
1630,2.0,32.0,1,119.0,رخيص
1632,2.0,32.0,1,151.83,رخيص
1634,4.0,128.0,1,179.99,رخيص
1638,2.0,32.0,1,138.13,رخيص
1641,8.0,64.0,1,173.93,رخيص
1652,2.0,32.0,1,117.2,رخيص
1653,2.0,32.0,1,136.23,رخيص
1661,4.0,128.0,1,308.96,رخيص
1662,4.0,128.0,1,1000.0,متوسط
1663,4.0,128.0,1,249.99,رخيص
1666,4.0,64.0,1,239.0,رخيص
1667,4.0,64.0,1,229.99,رخيص
1669,8.0,128.0,1,329.99,رخيص
1672,8.0,64.0,1,253.45,رخيص
1679,8.0,128.0,1,268.51,رخيص
1681,8.0,64.0,1,231.4,رخيص
1683,4.0,128.0,1,252.39,رخيص
1695,8.0,128.0,1,349.9,رخيص
1696,8.0,64.0,1,326.0,رخيص
1697,8.0,64.0,1,349.99,رخيص
1699,8.0,128.0,1,378.46,رخيص
1706,8.0,128.0,1,395.31,رخيص
1707,8.0,128.0,1,552.86,متوسط
1709,8.0,128.0,1,381.13,رخيص
1710,8.0,128.0,1,494.72,رخيص
1731,4.0,128.0,1,283.37,رخيص
1763,4.0,64.0,1,237.26,رخيص
1773,8.0,64.0,1,109.0,رخيص
1778,8.0,64.0,1,265.0,رخيص
1780,4.0,64.0,1,147.87,رخيص
1784,4.0,64.0,1,238.72,رخيص
1785,4.0,64.0,1,282.84,رخيص
1789,2.0,32.0,1,84.9,رخيص
1790,2.0,32.0,1,128.11,رخيص
1791,2.0,32.0,1,133.74,رخيص
1792,2.0,32.0,1,99.66,رخيص
1797,8.0,64.0,1,118.31,رخيص
1800,4.0,128.0,1,190.9,رخيص
1803,8.0,128.0,1,195.0,رخيص
1807,8.0,128.0,1,225.0,رخيص
1809,8.0,32.0,1,188.97,رخيص
6,8.0,64.0,1,139.99,رخيص
15,8.0,256.0,1,550.01,متوسط
43,8.0,512.0,1,606.0,متوسط
138,8.0,128.0,1,1739.0,غالي
139,8.0,128.0,1,1739.0,غالي
140,8.0,128.0,1,1739.0,غالي
141,8.0,128.0,1,1739.0,غالي
146,8.0,512.0,1,1509.0,غالي
154,8.0,128.0,1,1839.0,غالي
159,8.0,512.0,1,1609.0,غالي
160,8.0,512.0,1,1609.0,غالي
218,8.0,32.0,1,136.0,رخيص
219,8.0,32.0,1,136.0,رخيص
220,8.0,32.0,1,140.0,رخيص
221,8.0,32.0,1,109.0,رخيص
222,8.0,32.0,1,140.0,رخيص
223,8.0,32.0,1,140.0,رخيص
224,8.0,128.0,1,140.0,رخيص
268,8.0,256.0,1,429.01,رخيص
269,8.0,256.0,1,439.0,رخيص
284,8.0,512.0,1,419.0,رخيص
347,8.0,128.0,1,349.0,رخيص
348,2.0,32.0,1,299.0,رخيص
350,4.0,64.0,1,699.0,متوسط
430,8.0,128.0,0,468.0,رخيص
453,8.0,128.0,1,239.0,رخيص
454,8.0,128.0,1,248.0,رخيص
504,8.0,64.0,1,214.0,رخيص
507,8.0,256.0,1,757.18,متوسط
550,8.0,128.0,1,144.99,رخيص
551,8.0,128.0,1,144.99,رخيص
570,8.0,128.0,1,569.0,متوسط
628,8.0,256.0,1,747.18,متوسط
650,8.0,128.0,1,550.01,متوسط
651,8.0,128.0,1,600.0,متوسط
655,8.0,256.0,1,352.0,رخيص
680,8.0,128.0,1,1000.0,متوسط
696,8.0,128.0,1,184.0,رخيص
748,8.0,256.0,1,299.99,رخيص
749,8.0,256.0,1,299.99,رخيص
804,8.0,128.0,1,281.6,رخيص
882,8.0,256.0,1,442.0,رخيص
906,2.0,32.0,1,95.0,رخيص
976,4.0,128.0,1,333.0,رخيص
1019,4.0,128.0,1,165.0,رخيص
1026,8.0,128.0,1,299.0,رخيص
1027,8.0,128.0,1,400.0,رخيص
1071,8.0,128.0,1,254.0,رخيص
1100,8.0,128.0,0,229.0,رخيص
1105,8.0,256.0,1,379.0,رخيص
1108,8.0,256.0,1,369.0,رخيص
1113,8.0,128.0,0,298.0,رخيص
1114,8.0,128.0,1,493.0,رخيص
1119,8.0,128.0,0,263.01,رخيص
1120,8.0,128.0,0,263.01,رخيص
1121,8.0,128.0,1,670.0,متوسط
1128,8.0,128.0,1,378.0,رخيص
1131,8.0,128.0,1,224.0,رخيص
1166,8.0,128.0,1,428.0,رخيص
1225,8.0,128.0,1,668.78,متوسط
1235,8.0,512.0,1,933.38,متوسط
1236,8.0,512.0,1,1359.0,غالي
1293,8.0,64.0,1,160.0,رخيص
1304,8.0,128.0,0,999.0,متوسط
1305,8.0,128.0,0,999.0,متوسط
1306,8.0,256.0,0,1049.0,غالي
1310,8.0,128.0,1,569.0,متوسط
1336,8.0,256.0,0,1599.0,غالي
1340,8.0,512.0,0,1699.0,غالي
1345,8.0,256.0,1,1802.94,غالي
1355,8.0,512.0,1,1922.93,غالي
1453,8.0,128.0,1,1000.0,متوسط
1467,8.0,256.0,1,308.01,رخيص
1499,8.0,256.0,1,289.0,رخيص
1503,8.0,64.0,1,210.03,رخيص
1509,8.0,64.0,1,350.0,رخيص
1518,8.0,64.0,1,203.03,رخيص
1539,8.0,128.0,1,240.0,رخيص
1543,8.0,128.0,0,379.0,رخيص
1544,8.0,256.0,1,300.72,رخيص
1548,8.0,128.0,1,176.38,رخيص
1555,8.0,128.0,1,229.92,رخيص
1612,8.0,32.0,1,180.0,رخيص
1647,4.0,64.0,1,198.0,رخيص
1660,4.0,64.0,1,219.0,رخيص
1675,8.0,128.0,1,349.0,رخيص
1766,4.0,128.0,1,271.0,رخيص
1767,4.0,64.0,1,249.01,رخيص
1769,4.0,128.0,1,200.0,رخيص
1774,4.0,128.0,1,269.0,رخيص
1781,4.0,64.0,1,211.0,رخيص
1782,8.0,128.0,1,289.0,رخيص
